comments,emotional_label
baga guyyaa dhaloota geessan hiriyaa,0
ayyaana galateeffannaaf qophaae,0
beelaeera dhiiroo,0
yeroon achi gahu beeksisa,0
amma fayyaa jirtu abdiin qaba,0
dhuma torbee gaarii dabarsitan abdiin qaba,0
dandeessan naaf bilbiluu dandeessu,0
guyyaa gaarii dabarsitan abdiin qaba,0
daqiiqaa muraasa wal argina,0
baga ayyaana masqalaa geessan,0
laaqana nyaachuuf jira,0
dhiyootti achitti argamuun qaba,0
guyyaa galateeffannaa gaarii dabarsitan abdii qabna,0
carraa argattu qofa naaf bilbili,0
lakkoofsa bilbila dagadheera,0
lamaan keessaniif jajjabina hawwa,0
na haasofsiisuu barbaaddan naaf himaa,0
hundumaa siif gochuu nan dandaa,0
barbaaddan naaf bilbilaa,0
dandeessan naaf bilbilaa maaloo,0
dhiyootti fooyyau abdiin qaba,0
amma guddaa hojjechaa jirra,0
tokko akkan hojjedhu na barbaachisa,0
achitti wal arginu abdii qabna,0
sammuu dhabuu hin barbaadu,0
maal jechuu barbaadde,0
hundi gaariitti deeme abdiin qaba,0
galgala kana maal nyaachuu barbaadda,0
saaatii muraasa siif bilbila,0
kana argattan bilbila naaf kennaa,0
hara maal gochuuf deemta,0
biraa akkan godhu hin beeku,0
hara bashannantan abdii qaba,0
leenjiin deemaa jira,0
bishaan naaf fiduu dandeessaa,0
gaaffii qabaattan naaf himaa,0
keessaa tokkon barbaada,0
yeroon mana gahu si arguuf abdii qaba,0
galatoomaa hunduu gaariitti abdii qabna,0
hunduu siif gaarii tau abdii qaba,0
isinii maatii keessaniif jajjabina hawwa,0
amma maal gochuu qabda,0
konkolaataan gara manaatti na barbaachisa,0
gochuu barbaaddan naaf himaa,0
daawwannaan,0
si waliin haasauuf hawwii guddaan eeggadha,0
galgala kana boru gara manaa dhuftaa,0
dhagauun gaarii ture,0
teessoo qofa na barbaachisa,0
ganama gaarii jirtu abdiin qaba,0
teessoo haaraa naaf erguu dandeessaa,0
ammaa kana dubbachuu hin dandau,0
guyyaan deemaa jira,0
haasauu barbaadde bilbila naaf kenni,0
xiqqoo siif bilbiluu dandaaa,0
rakkoon hin jiru sana si argina,0
ati kana gootu nan beeka ture,0
hara sochii qaamaa gochaa jirtaa,0
ammaa kana garmalee gaarii miti,0
boqonnaan laaqana ture,0
guyyaa muraasa siif bilbila,0
galgala kana irbaata maalii hojjechaa jirta,0
saaatii meeqatti dhufuuf karoorfatte,0
kanaan dura siif bilbiluuf yaaleera,0
nagaan mana geessan abdiin qaba,0
baga guyyaa dhalootaa geessan giiftiiwwan,0
gaafa kaatu naaf bilbiluu dandeessaa,0
dandeessanitti ergaa barreeffamaa qofa naaf ergaa,0
baayee fooyyaaa fakkaata,0
soorata mana tolfame,0
hojii gara manaatti deebiuu qofa,0
dhiifama bilbilli chaarjii gochaa ture,0
daqiiqaa tokko argattan naaf himaa,0
amma homaa hin hojjedhu,0
ganama naaf bilbiluu dandeessaa,0
galgala kana irbaata maal barbaadda,0
saaatii meeqatti mana turta,0
torban muraasa achitti wal argina,0
obboleessa jirtu hara,0
daandii feumsaa buufata doonii,0
imalli deemaa jira,0
dandeessu bilbila qofa naaf kenni,0
ati amma eessa jirta,0
muraasa wal argina,0
tole wal argina sana dhiifama,0
gaarii hojjechaa jira hunduu gaarii tae abdiin qaba,0
rakkoon hin jiru guyyaa gaarii qabaadhaa,0
ammaa kana hojiin sitti baayate nan beeka,0
galgala kana dandeessanitti naaf bilbilaa,0
baga guyyaa dhaloota geesse giiftii,0
kanaan dura ergaa barreeffamaa naaf ergiteetta natti fakkaata,0
halkan gaarii ture abdiin qaba,0
sana irratti gargaarsi na barbaachisa,0
mana geessan abdiin qaba,0
deebii kennuu dhabuu kootiif dhiifama,0
eeyyee daqiiqaa tokko naaf kenni,0
guyyaan kaleessa ture,0
baga guyyaa dhaloota ijoolleen geessan,0
mana barumsaa gara manaatti osoon deemaa jiruun arge,0
gara alaatti qajeelaa jirtaa,0
waanta akkasii dhagaee hin beeku,0
manni baayyee gaarii fakkaata,0
eeyyee anillee akkasuma natti fakkaata,0
lakkoofsa bilbilaa haaraa argadhe,0
kamiinuu gargaarsi si barbaachisa,0
deebisee siif bilbiluu dandaaa,0
guyyaa gaarii qabaattanii nagaa turtan abdii qabna,0
ammaa kana hangas hamaa miti,0
haasauu barbaaddan naaf bilbilaa,0
amma bilbila haaraa argadheera isarratti naaf bilbiluu dandeessa,0
gaafa kaatu naaf bilbili,0
ammaa kana nyaachaa jira,0
mana geessan himaa,0
kallattiin gara manaatti deemi,0
hundi maal hojjechaa jirtu,0
dhiifama bilbila na jalaa darbe,0
gargaarsa barbaaddan bilbilaa,0
amma eessayyuu hin deemne,0
gaarii dha gaaffii galchuu qofa,0
halkan walakkaa irratti naaf bilbile,0
nyaadhu argachuun dandaaa,0
tole gabaabaa achitti argamuu nan dandaa,0
eeyyee mirkanaaaa rakkoon hin jiru,0
saaatii meeqatti mana geesse,0
dandeessu naaf bilbiluu dandeessaa,0
dhiifama beeksisa yeroon kennameef,0
ati bareedduu taate nan beeka,0
saaatii meeqatti akkan wal argu barbaadda,0
as geessan naaf bilbilaa wanta mariannu qabna,0
nama kofalchiisu ture,0
kuni dhiyootti fooyyau abdiin qaba,0
konkolaataa barbaaddan naaf bilbilaa,0
isinis guyyaa guddaa qabaattan abdiin qaba,0
barbaaddetti qophiidha,0
sitti dhagahama dhiiroo,0
barbaadde hunda gochaan mirkaneessi,0
jirta hara maal hojjechaa jirta,0
baga guyyaa dhalootaa geessan kanneen biroo hedduu isiniif tau,0
jirtu qofa naaf himi,0
maal isinitti dhagahamu nan ilaala,0
ayyaana masqalaa irratti hojjennu,0
hara fooyyau abdii qabna,0
kana argattan naaf ergaa,0
bakka tokkotti si qunnamuu nan dandaa,0
dugda sitti dhagahama,0
wanti hundi gaariitti deemu abdii qaba,0
tole mana geessan naaf ergaa,0
reefu hospitaala keessaa bae,0
carraa argattan naaf bilbiluu dandeessu,0
ammaatti maaltu isinitti dhagahama,0
saaatii meeqatti murteessita,0
reefu email ergeen ture,0
nagaa taaa guyyaa bareedaa isiniif tau,0
ayyaana masqalaatti as jiraattee natti tola,0
akkas tae ati barbaaddu tae,0
kamiyyuu naaf hojjeta,0
hunda guyyaa guddaa qabaadhaa,0
dhiifama deebii kennuudhaaf dheeraa fudhate,0
maal jechuu barbaadde naaf himi,0
yaaddoo hin qabu obboleettiin,0
ganama kana hojiin baayatee jiraa,0
nagaan mana gai si jaalladha,0
tole rakkoon hin jiru naaf himaa,0
yoomiitti hojjechaa turte,0
boru ganama boqonnaa qabdaa,0
anaafis gaariidha,0
mana geessan wal argina,0
maaltu gaariitti hojjetu naaf himaa,0
dhuma torbee kanaa bashannantaniittu,0
hojjannu nu barbaachisa,0
ganama gaarii guyyaa bareedaa isiniif tau,0
maal tae mirkanaaaa miti,0
maal gochuu dandeenyu naaf himaa,0
eeyyee achitti nan argama,0
duubatti deebiuun na barbaachisa,0
abdii ijoolleen bashannanaa jirtan,0
rakkoon hin jiru carraa gaarii,0
saaatii meeqatti gaariidha,0
obboleessa jirta,0
saaatii meeqatti buuu qaba,0
daqiiqaa muraasa siif bilbila,0
kibxata sana gochuu nan dandaa,0
hojii gara manaatti jirtaa,0
anis waaee kanaa yaadaan jira,0
gaafa bilisa taate qofa naaf bilbili,0
hunduu gaariitti tau abdii qabna,0
dhiifama galgala edaa bilbilli na jalaa darbe,0
kanas nan beeka ture,0
takkaa argadheera,0
hojiin eessatti argama,0
konkolaataa gara manaatti geessu qabdaa,0
guyyaa hojii gaarii qabaattan abdii qaba,0
baatii guraandhalaa wal argina,0
yeroon bahu siif bilbila,0
akkas jechuu miti,0
bakka sirrii taen jira,0
akkamitti akkas gochuu dandeessa,0
homaa hin beeku,0
guyyoota muraasa wal argina,0
halkan gaarii boru waliin haasaaa,0
xiqqaadha,0
carraa argattan bilbila naaf kennaa maaloo,0
konkolaattota feumsaa abbaa qabeenyaatiin gurguraman,0
maal akkan godhu naaf himaa,0
dhiifama si dhiphisuu kootiif,0
gaarii dabarsitan abdiin qaba,0
kibxata achitti nan argama,0
daqiiqaa 10 achitti nan argama,0
hara gara manaatti hin deebiu,0
hojii baata,0
takkaa natti tolee hin beeku,0
lol kana argadheera,0
hojiif konkolaataan na barbaachisa,0
waaee abbaa keetii dhagauu kootiif dhiifama,0
gargaaru abdiin qaba,0
konkolaataa oofuu hin qabdu,0
muraasa tae nan beeka,0
yeroon achi gahu ergaa barreeffamaa nan,0
lakkoofsa bilbilaa hin qabu,0
anis harka kennadheen ture,0
gochuu dandau nan ilaala,0
rakkoo na mudateef dhiifama,0
eessatti wal arguu barbaadda,0
hara saaatii akkamii boqonnaa qabda,0
anillee akkas gochuu nan dandaa ture,0
halkan kana hojjechuu qabda,0
saaatii meeqatti gara manaatti na barbaadda,0
guyyoota muraasa beeksisa,0
dhumni torbee ture,0
amma fooyyau abdii qaba,0
guyyoota muraasa wal argina,0
saaatii meeqatti deebia jettanii yaaddu,0
maaloo maaloo dhugaadhayi wayyoo wayyooo nu gubate garaan,4
maaloo anaanikaa ija jaamsan kutattuu si dhabnaaree,4
garaan nu gubate yaa rabbi ati ni dandeessaa oduu sobaa godhi kana,4
maaloo maal goona dhiiroo hacee dhabnee teenyaa garaan nu gubate hoo anaan haadhoo,4
wayyoo wayyoo beekaan maaf nurra buluu dadhabee baayee nama gaddisiisa,4
wayyoo hacee garaan nu gubate maaloo maal goonaa,4
hacee egaa maal goonaree nagaatti haadhoo keenyatu nu gubate ija keenyatu nu jaame,4
uuu wayyoo siif duu bakka haadhoo,4
uuu maaloo maal goona egaa lapheetoo nu gubate haadhoo,4
garaan nu gubate adaraa yaa waaqayyo dhiiga oromoo lafatti hin hambisiin,4
maal goonaree garaan nu gubatee biyyeen isatti salphatu,4
wayyoo wayyoo maaloo yaa rabbi lammiin lafa dhume hin dhiisiin adaraa,4
maalo haacee ko duubin dhuuguma gaaru,4
wayyoo nama keessaa hin bau baayee nama gaddisiisa,4
garaan nu gubate qaxalee dhiiraa maal waliif goona dhiiroo,4
uu maal wayya gubanne dhumne waaqayyo kana maaf dhiifta,4
uu wayyoo hacee garaan nu gubate kaa hacee,4
dubbiin kuni dhuga tanani oromo boruu,4
wayyoo hacee baayee nama gaddisiisa,4
hacee maalan siif taa egaagaraan koos na gubate biyyeen sitti salphatu goota baayeen gadde haadhoo,4
wayyoo wayyoo hacee maaf teenya oromoo dhumne maaloo waaqa maali maal balleessine,4
uf onnee nu gubani onneen isaanii gubatu maaloo nama kana dalage baasaa kaa,4
maaloo wayi saba hacee si nyaatte kaa gadheen haadhoo,4
uuu wayyoo hacee amanuun dadhabe,4
maaloo namoonni oddeeffannoo dhugaa qabdan gaha wayyoo wayyoo,4
uuu yaa waaqayyo garaan nu gubate cal hin jedhiin kichuutti si galaafatan haadhoo maal siif goona garaa keenyatu nu gubate,4
maaloo garaan nu gubate maaluma taana egaa uf,4
maal goona yaa saba duuti oromoo oromiyaa yoomuma dhaabbata wayyoo hacee si nyaatte kaa sareen lubbuu keetiif jeennata maatii isaa dhaloota qubee maraaf jajjabina kennu,4
wayyoo xiqqicha maaltu si argate guddattuu ija ardii dhiigaan dagaagde mootummaa dhiigaan dhaabate garaa nu gubdan yaa rabbi lubbuu namaa nyaachaa ashaaraa magariisa jetti diinni oromoo,4
maaloo gubadhe uu yesuus dhaloonni dhumee maaaf nurratti dhiifta gubadhe kaa,4
uu tae iyyaa booicha yaa waaqayyo,4
uf yaa rabbi garaan nu gubate maal godhu,4
wayyoo wayyoo maaltu si argate hacee sareen si nyaatte hacee wayyoo biyyeen sitti salphatu sanyii,4
uu goota maaltu si nyaate haadhoo,4
garaan nu gubatee maal goona,4
bilisummaan arganne jennu kana taatee dhiiroo baayee nama gaddisiisa,4
maali falli siif nama miti dacheen siif falma hacee wayyoo baayee nama gaddisiisa,4
hacee maalan godha ofumaa si waamanii si nyaatanii maaloo gubadhe kaa haadhoo,4
uuu gubanne maaloo,4
wayyoo anaa nyaatu haadhoo garaa kootu na gubate,4
uuu hacee bakka kumaa kitila duu,4
wayyoo hin amanu hacee garaan nu gubate nagaatti kaa maal siif gochuu dandeenya silas,4
yaa rabbi maal nu dhageessifta garaatu nu gubate lapheetu nu cabe ijatu nu jaame anaan haadhoo,4
hin amanu maaloo haadhoo akkamitti taa kaan,4
hacee sareetu si nyaate uuu wayyoo wayyoo ija saba oromoo jaamsan,4
maaloo maaloo garaan nu gubate kaa sanyii,4
uuf wayyoo garaan nu gubate,4
wayyoo wayyoo hacee si nyaattee gadheen,4
uf hacee maaluma koon siif taa laata anoo gubadhe uf,4
anoo hin amanu maaloo garaatu nu gubtekaa yaa ilmaan oromoo,4
maalan godhaa hacee garaatu na gubate wayyoo,4
taana gubanne maal wayya hacee si dhabne jechuudhaa uuf,4
yaa gaachana anaa nyaatu lapheetu nu cabe sanyii maal siif goona,4
wayyoo yaa rabbi garaatu nu gubate,4
yaa haacaaluu wayyoo wayyoo waraabessi si nyaate kaa gadda guddaatu natti dhagahame,4
duuti eebbisaa addunyaa nu gubaa jiruu dabalanii hacee lubbuun jennata galu hacee caba lama cabne ija nu jaamsan baayee nama gaddisiisa,4
uuu hacee siif hin malu maal gochuu wayya haadhoo,4
wayyoo acee gaafa xiiqii sareen si nyaattee anaa nyaatu,4
yaa rabbi soba taasisi si nyaatte gadheen,4
wayyoo goota nan gubadhe wayyoo maalan jedha egaa kana,4
uf maal goona egaa garaatu nu gubate yoomuma duuti nurraa hafti yaa waaqayyo,4
wayyoo goota ija barbadaa haacaalu sareetu si nyaate,4
wayyoo wayyoo si nyaatte gadheen hacee anaa nyaatu biyyeen bakka,4
uff maaloo soba naan jedhi kaa amanuun dadhabe kana maal jenna lapheetu nu cabe garaatu nu gubate hacee,4
wayyoo hacee garaatu nu gubate,4
uu anaa nyaatu hacee maalan jedha kana,4
uu yaa lammii anaa nyaatuu haadhoo,4
si nyaattee saroonni hacee maal wayya ree,4
wayyoo wayyoo hacee anaa nyaatu mataatu na cabe eenyumatu si nyaate laata ati duutuus seenaan hin duune yaa goota,4
guba irratti gubaa dabalamedha wayyoo hacee gubaan yoomuu nurraa hin dhaabatu keenyatu gubate,4
baayee nama gaddisiisa yaa uummata falmataa dhugaa dhabne maal gochuu dandeenya,4
yaa rabbi maal jetta ati garaan nu gubate gaddaa gudda jirra hoo,4
qabsaaan bakka dhugaa dhaqee jira qabsoon fufa baayee gaddine maatii uummata oromoo maraaf jajjabina hawwina,4
wayyoo baayee nama gaddisiisa waaqayyo lubbuu isaa jennata dhaalchisu,4
wayyoo wayyoo hacee dhugaa hin seu maal godhu egaa biyyeen sitti salphatu hadhoo uuf,4
maaloo maaloo nu nyaatte kaa kunoo goojjameen maalan siif godha sanyii baayeen gadde,4
baayeen gadda hacee gaafa xiiqii rakkoo hamaa darbitee hara ajjeefamuun dua uummata oromoo maraati,4
uf garaatu nu gubate hacee lubbuu keetiif jennata maatii keef jajjabina keennu haadhoo keessi yoomillee hin fayyu gadda hamaatu nu rukute,4
wayyoo wayyoo wayyoo kanaa achii maal goonu,4
wayyoo garaatu na gubate lubbuun jennatu sanyii,4
hacee wayyoo gubanne lubbuun jeennata gahu gumaan guyyaa tokko inuma baati,4
anaan hacee bineensa guyyaa yuusuutu si nyaaate anaa nyaatu haadhoo,4
ayii nu gubate garaan keessumti marimaanii wayyoo hacee dhugaadhaayii atumti dubbadhukaa,4
wayyoo haacee biyyoon sitti salphatu maal dhaamti maaloo haadhoo goota uuu wayyoo,4
magaalaa walakkaa namni dhukaasaan duuu caalaa nama gaddisiisu hin jiru,4
wayyoo hacee gaafa beelaaf dheebu ayii maalumatu sitti dhufee guyyittiin buaa dafqa dukkanaan siibariitee kuni abjuudha dhugaadhumaa ati qaroodha ummata oromoof haceekoo lubbuukeef boqonnaati duutu hojiin ati gubatte hojjette yoomuu nu duraa hin dhokatu ayii ayii waanan jedhun dhabe abjuu dhaayi maaloo,4
uuu maaloo garaan na gubate,4
uu goota nu jalaa ajjeesanii bakka isaa anaa nyaatu,4
waaeen hacee marumaan nu gube sammuu na jeeqaa jira ya dhiira maalan siif godha gubaa dabalachuu waaqayyo hin dhiisiin adaraa waaqayyo qaroo ija keenyaa nu jaamse,4
wayyoo garaa nama nyaata dhugaa gadda humnaa oliitu dhagahame,4
garaan nu gubate haacaaluu maaluma taana kaa uuu,4
ganama kana gadda cimaan bariitee guyyaan haraa wayyoo nama cimaa hayyuu cimaa akkasii dhabuun nu gaddisiiseera,4
uuu wayyoo wayyoo maaltu nyaate goota oromoo nagaa nagaatti,4
uu uuf hacee nafxanyaa rabbii lafa fixu hacee namni si nyaate si dura biyyee galu gubanne gubanne,4
gadda guddaatu natti dhagahame maalaan siif godha haadhoo,4
wayyoo garaan nu gubate,4
wayyoo leenca gaafa rakko kanaa miti siif hin malu ture haadho baayee nama gaddisiisa gumaan hin badi,4
baayeee nama gaddisiisa qaroo keenyatu jaame,4
mataan nu cabe wayyoo yaa oromoo,4
wayyo wayyoo si nyaatte kaa sareen maalan siif godha goota,4
dhumaatiin uummata oromoo ammas hin dhaabbanneyoom dhaabbata laata qaroo jaamsani hin fayyinetti baayee nama gaddisiisa oromoof caba guddaadha,4
wayyoo leencakoo sareen sin nyaattee,4
yaa rabbi guddaa dhiiga isaa baasi kaa garaan nu gubate hoo haadhoo,4
ayii dhiirri gaafa dhalatte duutee anaa fuudhaatu gootaa qarootu nu jaame,4
uuf hacee biyyeen siif salphattu dhiiga biyyeen siif yaa salphattu dhiiga rabbiin yaa baasu baayeen gadda hacee,4
haadhoo hacee bakka gonbifamu maalaan siif godha lapheetu nu cabe,4
yaa rabbii ati kaffali kaa dhiiga ilmaan oromoo gadda cimaa jirra maaloo,4
wayyoo dua baayee laphee namaa cabsu baayeen gadda,4
wayyoo wayyoo nu nyaatanii ijoollee reef harkaa numuran,4
qaroo nu fuudhan wayyoo ana nyaatu,4
haacee goota biyyeen anaa nyaattu,4
uuu hacee maalumatu si argate baayee nama gaddisiisa,4
wayyoo wayyoo nu dhibe duuti haacaaluu baayee nama gaddisiisa,4
abjuu tahu qaba hacaalu siif hin malu gaaran nu gubate,4
uuu baayee nama gaddisiisa duuti dua oromoo maraati oromoon callisuu hin qabu,4
wayyoo maal goonu gubanne lammii hacee ija oromoo si dhabuu keenyaaree amma haadhoo,4
abiyyi ekeraa minilik masaraa olkaahun isaa kunoo goota galaafate,4
wayyoo hacee qarootu nu bade,4
hacee anaa dhangalaasu kaa,4
gadda guddaatu mana oromoo seene gaddi kana caaluu oromoof oromiyaaf hin jiru yoomiyyuu hin jiraatus kana hin amanu,4
uuu hacee qofa miti oromoo hundatu due wayyoo hacee uff,4
yaa rabbi garaan nu gubate gumaa ati baasi yaa waaqayyoo,4
wayyoo wayyoo dhiiga gubanne dhumne maaloo lammii,4
maaloo maaloo wayyoo hacee budaatu si nyaate hin amanu haadhoo uuuu,4
gootni harkaa diinaatiin biyyaa abbaa isaa keessati duuu hin qabu salphina guddaadha warra abbaa yerooti ofiin jedhuun baayee nama gaddisiisa,4
hacee ana siif nyaatuu dhiiraa gara dhiiraa si nyaatee sareen maaloo yaa ilmaan oromoo kana maal jennaa kunoo sareen daadhii nyaattee hacee dabalatte wayyoo haadhoo,4
ana nyaatu hacee,4
anaa nyaatukaa hacee koohaadhoo,4
dubbiin nama gaddisiisa yaa obbolessa,4
baayee baayee nama gaddisiisa,4
garaan nu gubate kana maal jenna egaa yaa lammii,4
baayee nu gaddisiisa goota gaafa xiiqii haacaaluu hundeessaa,4
maloo yaa waaqa nu uumtee dhiiga rakasa gootee baayee nama gaddisiisa,4
dubbiin dhugaadha akkamii dhugaa taanaan baayee nama gadisiisa,4
lammi sareen fixxe anaa nyaatu garaan nu gubate maaloo yaa rabbi hunda dandeessa birmadhu,4
gubanne abiddi qabate lammii maal wayya,4
anaa nyaatu lammii yaa rabbi hunda caalu maaloo birmadhu garaan nu gubate obsa dhabee maal wayya,4
badiin hara wayyaaneen nurratti raawwate sammuu kootiin tae kana hin argiin osoon duee biyyeetti dabalameen hawwe gaddi sammuu kootiin tae hin argiin osoon duee biyyeetti dabalameen hawwe gaddi sammuu kootiin imimmaan bishaanii cal jedhee yaaaa jira wayyoo lammii anaan,4
baayee nama gaddisiisa gochi bineensa daggalaa irrattiyyuu hin raawwatamu baayeen gaddee jira,4
dhugaadha hedduu nama gaddisiisa,4
garaan nu gubate oromoo dammaqaa diina dhiiga haadhoo dhangalaase deebifnu,4
anaan leenca hamaan duu atis qaroo isaatuu goonutu dhabamee,4
garaan nu gubate yaa rabbi maal wayya dhiista,4
wayyoo wayyooo wayyoo dhadhaan gaarii fakkaatee wayyaa xureessiti refu utubaan oromoo jige gubanne keenyatu nu gubate maal siif gochuu dandeenya haadhoo,4
gubaa laalaa gadda yoomillee nu keessaa hin baaneedha hacee,4
wayyoo lammii yoomuma laata bara baraan booichi keenyuma tae,4
anaa nyattuu hacee guyyaa guyyaan yaadatamta,4
nagaan boqodhu goota dhiiga rabbi baasu maal jennaree haadhoo baayee nama gaddisiisa,4
hacee dhabne haqas dhabne yaa rabbi sitti iyyannee bara baraan maaf booa sabni,4
bakka kumaa kitila duu haadhoo lapheetu na cabe,4
wayyoo hin jirru dhumnee jirra garaan nu gubate,4
garaatu nu gubate imimmaan buusuunis homaa gatii hin qabu nagaan boqodhu haadhoo,4
hamileetu na cabe hacee baayee nama gaddisiisa,4
ana nyaatu kichuu,4
ija balleessan qaroo oromoo gubanne anaan haadhoo,4
haras gadda haaraa gadda hin moofofne gadda hin dagatamne jirra,4
hacee dhiira gaafa xiiqii sareen biyya abbaa keetti si nyaatte maalaan siif godhu dhabeen taaee gadda kunoo,4
eessa dhaquree hacee maaloo dua anaan jijjiiru rabbi hacee maaloo garaan nu gubate,4
anaa nyaatu bakka wolahi garaan na gubate maalan godha,4
bara guutuu gubachaa jiraadha nagaan boqodhu ati haadhoo,4
hacee boola dadhiin guutu,4
qofa miti hunda galaafatan,4
wayyoo wayyoo anaa nyaatu goota maaloo maal wayya gubanne,4
qaroo keenyaa jaamsaan hacaaluu qaalii keenyaa,4
anoo garaan na gubate maaloo maalin godha falli maali,4
anaan haadhoo garaan nu gubate,4
anaa nyaatu wayyoo hacee rabbi dhiiga baasu,4
wayyoo haacee garaa na nyaatte maalan siif godha,4
imimmaan toachuutu natti ulfaate baayee nama gaddisiisa nama rifachiisa,4
